id,name,audiance,open_day,duration,genres,image,watch_grade,actors
844,비긴 어게인,3388717,20140813,103,[18],https://movie-phinf.pstatic.net/20150102_205/1420184706539aXIMb_JPEG/movie_image.jpg,15,"[218, 151, 701, 1297, 79, 998]"
845,타짜-신의 손,4011788,20140903,147,[2],https://movie-phinf.pstatic.net/20140819_243/1408432915315hGXts_JPEG/movie_image.jpg,19,"[87, 359, 88, 1027, 623, 143, 506, 1349, 446, 1303, 1016, 697, 1365, 1372]"
846,마담 뺑덕,425553,20141002,111,[18],https://movie-phinf.pstatic.net/20140923_37/1411432989336tiV7O_JPEG/movie_image.jpg,19,"[266, 1343, 310, 653, 860, 1216, 661]"
847,맨홀,107544,20141008,100,"[0, 10]",https://movie-phinf.pstatic.net/20190408_268/1554711108997Ko73e_JPEG/movie_image.jpg,19,"[563, 1047, 358, 1042]"
848,"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",177116,20141002,59,"[4, 9]",https://movie-phinf.pstatic.net/20140904_85/1409794499641mRfEC_JPEG/movie_image.jpg,0,[]
849,정글히어로,50861,20141002,81,[20],https://movie-phinf.pstatic.net/20180730_49/1532934837738G1yMU_JPEG/movie_image.jpg,0,"[1238, 1069, 1368, 1186, 493, 174]"
850,해적: 바다로 간 산적,8625574,20140806,129,[8],https://movie-phinf.pstatic.net/20140624_33/1403574168649D3ow0_JPEG/movie_image.jpg,12,"[731, 99, 1027, 1349, 1007, 670, 1388, 1125, 681, 908, 208]"
851,툼스톤,221079,20140918,113,"[4, 12, 2, 5, 10]",https://movie-phinf.pstatic.net/20140918_250/1411026832191GBxfM_JPEG/movie_image.jpg,19,"[1347, 41]"
852,베리 굿 걸,75381,20140925,90,"[18, 2]",https://movie-phinf.pstatic.net/20140820_209/1408498523091gJ4wh_JPEG/movie_image.jpg,15,"[676, 938, 41]"
853,인투 더 스톰,2067173,20140828,89,"[4, 10]",https://movie-phinf.pstatic.net/20180705_109/1530774554271oYQK9_JPEG/movie_image.jpg,12,"[572, 45, 155]"
854,루시,1966746,20140903,89,[4],https://movie-phinf.pstatic.net/20190418_233/1555564733058UKMCs_JPEG/movie_image.jpg,19,"[1145, 1013, 243]"
855,두근두근 내 인생,1616325,20140903,117,[2],https://movie-phinf.pstatic.net/20140902_26/1409617728644vaaT6_JPEG/movie_image.jpg,12,"[381, 430, 664, 1368, 863]"
856,명량,17597914,20140730,128,"[16, 4]",https://movie-phinf.pstatic.net/20150420_153/1429507446701Cs6wU_JPEG/movie_image.jpg,15,"[243, 56, 1307, 1228, 1387, 287, 888, 14, 453, 1100]"
857,스텝 업: 올 인,544609,20140903,111,"[2, 18]",https://movie-phinf.pstatic.net/20140724_197/1406180453882hkiu7_JPEG/movie_image.jpg,12,"[334, 92, 977]"
858,마야,212309,20140904,87,[20],https://movie-phinf.pstatic.net/20180129_274/1517219190549bzztp_JPEG/movie_image.jpg,0,"[1350, 345]"
859,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,154764,20140904,109,"[20, 8]",https://movie-phinf.pstatic.net/20140807_265/1407394345817ukez8_JPEG/movie_image.jpg,0,"[123, 13]"
860,닌자터틀,373866,20140828,101,"[4, 8, 7]",https://movie-phinf.pstatic.net/20160601_277/1464757694807DJiLo_JPEG/movie_image.jpg,12,"[668, 919, 1449]"
861,"안녕, 헤이즐",721675,20140813,125,"[2, 18]",https://movie-phinf.pstatic.net/20140717_251/1405570297574QGGu4_JPEG/movie_image.jpg,12,"[660, 564, 1279, 915]"
862,해무(海霧),1461574,20140813,110,[2],https://movie-phinf.pstatic.net/20140714_232/1405299488288uux6D_JPEG/movie_image.jpg,19,"[623, 997, 40, 966, 643, 543, 646, 370, 1024, 1028]"
863,브릭 맨션: 통제불능 범죄구역,66054,20140827,90,"[4, 12, 2]",https://movie-phinf.pstatic.net/20140724_119/1406187620654BMwEP_JPEG/movie_image.jpg,15,"[957, 986]"
864,더 퍼지 : 거리의 반란,50280,20140827,103,"[0, 10]",https://movie-phinf.pstatic.net/20140715_289/1405388771903M3Ael_JPEG/movie_image.jpg,19,"[952, 539]"
865,익스펜더블 3,149336,20140820,126,"[4, 8, 10]",https://movie-phinf.pstatic.net/20140808_119/1407473098029FWfVP_JPEG/movie_image.jpg,15,"[1468, 140, 628, 416, 1067, 439, 1413, 984]"
866,비행기 2: 소방구조대,281867,20140813,83,"[20, 8, 7]",https://movie-phinf.pstatic.net/20140807_249/1407402740503f43Ar_JPEG/movie_image.jpg,0,"[1254, 1025, 1433]"
867,더 기버: 기억전달자,79925,20140820,97,"[9, 2, 6]",https://movie-phinf.pstatic.net/20140801_97/1406854677260hECol_JPEG/movie_image.jpg,12,"[1129, 1167, 1102, 752, 982, 311, 1288]"
868,드래곤 길들이기 2,2981802,20140723,101,"[20, 4, 8]",https://movie-phinf.pstatic.net/20140708_11/1404782835780MO3FQ_JPEG/movie_image.jpg,0,"[411, 424, 729, 1386]"
869,명탐정 코난 : 이차원의 저격수,349986,20140806,110,"[20, 10, 8]",https://movie-phinf.pstatic.net/20140709_148/14048865929849Ls75_JPEG/movie_image.jpg,12,[]
870,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,55671,20140813,82,[20],https://movie-phinf.pstatic.net/20140804_262/1407118614103hPGR9_JPEG/movie_image.jpg,0,"[535, 816, 448]"
871,군도: 민란의 시대,4741281,20140723,137,"[16, 4]",https://movie-phinf.pstatic.net/20140627_105/1403832280951tgmxv_JPEG/movie_image.jpg,15,"[847, 664, 1313, 1159, 1307, 264, 1236, 770, 883, 1349, 1459, 939, 1349, 40, 142, 739]"
872,허큘리스,69252,20140806,98,"[4, 8]",https://movie-phinf.pstatic.net/20140718_86/1405662136565Ep2Pp_JPEG/movie_image.jpg,15,"[1143, 590, 534, 1294]"
873,터키,103859,20140731,91,"[20, 7]",https://movie-phinf.pstatic.net/20160628_40/1467090079717HfO4O_JPEG/movie_image.jpg,0,"[255, 897]"
874,마담 프루스트의 비밀정원,79974,20140724,106,[2],https://movie-phinf.pstatic.net/20161019_130/14768673977291QnVT_JPEG/movie_image.jpg,0,"[994, 1360]"
875,혹성탈출: 반격의 서막,4001487,20140710,130,"[4, 2, 9, 10]",https://movie-phinf.pstatic.net/20140704_265/1404455246908QuOGP_JPEG/movie_image.jpg,12,"[104, 907, 529]"
876,신의 한 수,3563970,20140703,117,"[12, 4]",https://movie-phinf.pstatic.net/20140603_16/1401760272322q7OHX_JPEG/movie_image.jpg,19,"[266, 242, 211, 506, 601, 1015, 813, 542]"
877,프란시스 하,56524,20140717,85,"[7, 18]",https://movie-phinf.pstatic.net/20140624_224/1403582944275bhaBm_JPEG/movie_image.jpg,15,"[704, 844, 859, 1455]"
878,주온 : 끝의 시작,395456,20140716,90,[0],https://movie-phinf.pstatic.net/20140612_239/1402548234930lJpt4_JPEG/movie_image.jpg,15,[1403]
879,트랜스포머: 사라진 시대,5286024,20140625,164,"[4, 9, 8]",https://movie-phinf.pstatic.net/20140530_75/1401415836092isDXh_JPEG/movie_image.jpg,12,"[1462, 200, 1384, 1174, 1043]"
880,좋은 친구들,406034,20140710,114,"[12, 2]",https://movie-phinf.pstatic.net/20140611_159/1402452805012Hq1O9_JPEG/movie_image.jpg,19,"[950, 747, 69, 1006]"
881,분신사바 2,78671,20140716,94,"[0, 10]",https://movie-phinf.pstatic.net/20140716_194/1405473337367S9zVo_JPEG/movie_image.jpg,15,"[835, 1196, 714]"
882,끝까지 간다,3442630,20140529,110,"[4, 10, 12]",https://movie-phinf.pstatic.net/20180914_35/1536888704092yKbwQ_JPEG/movie_image.jpg,15,"[425, 1307, 1125, 1236, 119, 588, 14, 1024, 1016]"
883,더 시그널,101919,20140709,94,"[9, 4, 10]",https://movie-phinf.pstatic.net/20140707_275/1404697385248TFfW6_JPEG/movie_image.jpg,12,"[1129, 1062]"
884,소녀괴담,479275,20140702,90,"[5, 0]",https://movie-phinf.pstatic.net/20140602_134/1401670128418TjOnM_JPEG/movie_image.jpg,15,"[785, 852, 1258, 321, 1042]"
885,천하무적 키코리키,19122,20140717,90,"[20, 8]",https://movie-phinf.pstatic.net/20140625_114/1403659669193jVFPH_JPEG/movie_image.jpg,0,[]
886,엣지 오브 투모로우,4678236,20140604,113,"[4, 9]",https://movie-phinf.pstatic.net/20140616_233/1402884025598j42IR_JPEG/movie_image.jpg,12,"[837, 182, 1092]"
887,나쁜 이웃들 ,40674,20140703,96,[7],https://movie-phinf.pstatic.net/20160510_2/1462869744649CVihb_JPEG/movie_image.jpg,19,"[577, 466, 470]"
888,창문 넘어 도망친 100세 노인,235681,20140618,114,"[8, 7, 2]",https://movie-phinf.pstatic.net/20140613_145/1402640433728U8Swh_JPEG/movie_image.jpg,15,"[642, 842]"
889,그레이스 오브 모나코,216761,20140618,102,[2],https://movie-phinf.pstatic.net/20140613_16/1402633248097Nk9k5_JPEG/movie_image.jpg,12,"[503, 166, 599]"
890,그녀,309344,20140522,126,"[2, 18]",,19,"[456, 1145, 27, 1300]"
891,황제를 위하여,581465,20140611,104,"[4, 12]",https://movie-phinf.pstatic.net/20140519_265/1400467628668cQXYH_JPEG/movie_image.jpg,19,"[1014, 1095, 1362, 1241, 553, 692]"
892,엑스맨: 데이즈 오브 퓨처 패스트,4310013,20140522,134,"[4, 6, 9, 8]",https://movie-phinf.pstatic.net/20140512_91/1399869364386U71qR_JPEG/movie_image.jpg,12,"[1179, 1147, 58, 278, 473, 877]"
893,말레피센트,1395144,20140529,97,"[4, 8, 2]",https://movie-phinf.pstatic.net/20140508_255/1399525025344LONlJ_JPEG/movie_image.jpg,12,"[1181, 1370]"
894,님포매니악 볼륨1,27505,20140618,117,[2],https://movie-phinf.pstatic.net/20140609_234/14022809519221MYu1_JPEG/movie_image.jpg,19,"[1219, 1287, 1428, 1040, 1434, 511, 915, 798]"
895,우는 남자,579242,20140604,116,"[4, 2]",https://movie-phinf.pstatic.net/20140520_296/1400550282991MwpAA_JPEG/movie_image.jpg,19,"[417, 895, 923, 1325, 691, 1002, 1214, 102, 1372, 1140, 860]"
896,하이힐,312399,20140603,124,"[12, 4]",https://movie-phinf.pstatic.net/20160816_39/14713288262120hCah_JPEG/movie_image.jpg,19,"[335, 1270, 446, 1343, 1362, 156, 939, 453]"
897,경주,38319,20140612,145,"[2, 7, 18]",,15,"[1170, 1022, 888, 1122, 1022, 73, 372, 1296, 799]"
898,베스트 오퍼,23169,20140612,130,"[5, 18]",https://movie-phinf.pstatic.net/20140513_194/1399968132974z9b1s_JPEG/movie_image.jpg,15,"[1045, 1295, 1056]"
899,극장판 루팡 3세 VS 명탐정 코난,207858,20140529,107,[20],https://movie-phinf.pstatic.net/20140430_32/1398822542719HJypq_JPEG/movie_image.jpg,12,"[419, 898]"
900,오큘러스,257030,20140529,102,"[5, 0, 10]",https://movie-phinf.pstatic.net/20180920_299/15374213503250aIHx_JPEG/movie_image.jpg,15,"[899, 1129, 1272]"
901,인간중독,1426083,20140514,132,"[18, 2]",https://movie-phinf.pstatic.net/20140513_153/1399943714031tPTCC_JPEG/movie_image.jpg,19,"[775, 1376, 362, 1186, 1027, 722, 1352, 1028]"
902,표적,2836918,20140430,98,"[4, 2]",https://movie-phinf.pstatic.net/20140422_100/1398126186037Pyxnt_JPEG/movie_image.jpg,15,"[56, 210, 11, 246, 362, 1228, 348]"
903,트랜센던스,689949,20140514,119,"[9, 4, 2]",https://movie-phinf.pstatic.net/20140508_286/1399516260430nO8Ry_JPEG/movie_image.jpg,12,"[1088, 806, 1013, 607, 356]"
904,역린,3839411,20140430,135,[16],https://movie-phinf.pstatic.net/20140404_158/13965930899877qfjc_JPEG/movie_image.jpg,15,"[754, 81, 440, 229, 329, 1362, 246, 653, 939, 348, 691]"
905,고질라,692019,20140515,122,"[4, 9]",https://movie-phinf.pstatic.net/20190503_190/1556859946842uiA5f_JPEG/movie_image.jpg,12,"[1106, 385, 938, 1231]"
906,도희야,72393,20140522,119,[2],https://movie-phinf.pstatic.net/20140428_113/1398651623151hi6gC_JPEG/movie_image.jpg,19,"[1087, 358, 494, 553, 309]"
907,더 바디,46128,20140522,111,[10],https://movie-phinf.pstatic.net/20190213_47/1550043717742WrlCb_JPEG/movie_image.jpg,15,"[1220, 1197, 1246]"
908,리오 2,749754,20140501,101,"[20, 7, 8]",https://movie-phinf.pstatic.net/20170418_138/1492503302910sL7gD_JPEG/movie_image.jpg,0,"[1049, 1057, 467, 1436, 444, 56, 324]"
909,어메이징 스파이더맨 2,4136519,20140423,142,"[4, 6]",https://movie-phinf.pstatic.net/20140404_42/1396588705979EgBGY_JPEG/movie_image.jpg,12,"[459, 1127, 1436, 920]"
910,라스트베가스,164313,20140508,104,[7],https://movie-phinf.pstatic.net/20140407_147/1396843247134G9kMX_JPEG/movie_image.jpg,15,"[1104, 1019, 1438, 1013, 29]"
911,천재 강아지 미스터 피바디,372847,20140424,92,"[20, 8, 11]",https://movie-phinf.pstatic.net/20140319_12/1395198646775py2U2_JPEG/movie_image.jpg,0,"[178, 912, 53, 467, 392]"
912,그랜드 부다페스트 호텔,758009,20140320,99,"[5, 8]",https://movie-phinf.pstatic.net/20180927_158/1538023433590U7S2w_JPEG/movie_image.jpg,19,"[6, 1395, 591, 145, 915, 649, 472, 1332]"
913,한공주,211094,20140417,112,[2],https://movie-phinf.pstatic.net/20140318_282/1395109282493twRs6_JPEG/movie_image.jpg,19,"[689, 868, 288, 1154, 1140, 646]"
914,캡틴 아메리카: 윈터 솔져,3959198,20140326,135,"[4, 8, 9]",https://movie-phinf.pstatic.net/20140320_56/1395301906218FkBsV_JPEG/movie_image.jpg,15,"[794, 1145, 1009, 103]"
915,몬스터 왕국,35549,20140501,78,"[20, 8]",https://movie-phinf.pstatic.net/20140403_122/1396500170880qOK7z_JPEG/movie_image.jpg,0,[962]
916,방황하는 칼날,989389,20140410,122,"[12, 10]",https://movie-phinf.pstatic.net/20140319_119/1395194521255hF9K1_JPEG/movie_image.jpg,19,"[589, 81, 1159, 538, 293, 797, 813, 348, 446]"
917,다이버전트,421459,20140416,139,"[9, 6, 4, 18]",https://movie-phinf.pstatic.net/20160512_225/1463015557208DN0RV_JPEG/movie_image.jpg,15,"[660, 565, 239, 522]"
918,선 오브 갓,309120,20140410,137,[2],https://movie-phinf.pstatic.net/20140324_139/1395628344479KXelz_JPEG/movie_image.jpg,12,"[554, 439, 744]"
919,페이스 오브 러브,71091,20140416,92,"[2, 18]",https://movie-phinf.pstatic.net/20140410_247/1397122508186zqdrM_JPEG/movie_image.jpg,15,"[930, 1025, 566]"
920,니드 포 스피드,102792,20140416,130,"[4, 12, 2, 10]",https://movie-phinf.pstatic.net/20140409_1/1397026396049vDmBo_JPEG/movie_image.jpg,15,"[1148, 1411, 106]"
921,헤라클레스 : 레전드 비긴즈,212961,20140410,98,"[4, 6]",https://movie-phinf.pstatic.net/20181008_124/1538982646132XFy6A_JPEG/movie_image.jpg,15,"[936, 856]"
922,가시,133740,20140410,117,"[18, 2]",https://movie-phinf.pstatic.net/20170109_172/1483947158663nGo0k_JPEG/movie_image.jpg,19,"[922, 613, 550, 1202, 1290, 1183]"
923,쓰리데이즈 투 킬,219823,20140403,115,"[4, 10]",https://movie-phinf.pstatic.net/20140304_148/1393900490038ysUR0_JPEG/movie_image.jpg,15,"[1085, 988, 1297]"
924,노아,2020047,20140320,139,"[8, 2, 6]",,15,"[509, 658, 313, 610, 491]"
925,론 서바이버 ,179968,20140402,121,"[4, 2, 10]",https://movie-phinf.pstatic.net/20161031_172/1477904415147McqFc_JPEG/movie_image.jpg,15,"[1462, 1019, 831, 687, 136, 848]"
926,우아한 거짓말,1604898,20140313,117,[2],https://movie-phinf.pstatic.net/20140219_282/1392770316591Jvcos_JPEG/movie_image.jpg,12,"[223, 1284, 105, 560, 504, 538, 857, 514]"
927,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,47476,20140403,95,[20],https://movie-phinf.pstatic.net/20140402_42/1396415829740pGq2m_JPEG/movie_image.jpg,0,"[993, 1066]"
928,어거스트: 가족의 초상,40518,20140403,120,[2],https://movie-phinf.pstatic.net/20140319_268/1395190779747pk6bJ_JPEG/movie_image.jpg,15,"[1102, 955, 164, 1334, 736, 527]"
929,백프로,29136,20140403,108,"[7, 2]",https://movie-phinf.pstatic.net/20140312_252/1394597250125le1Td_JPEG/movie_image.jpg,15,"[881, 482, 412, 1349, 787, 864, 1218]"
930,논스톱,2083644,20140227,106,[4],https://movie-phinf.pstatic.net/20180706_258/1530865103762WAyWj_JPEG/movie_image.jpg,15,"[1347, 451, 640]"
931,300: 제국의 부활,1586198,20140306,102,"[4, 2, 19]",https://movie-phinf.pstatic.net/20140213_183/1392278748623diodw_JPEG/movie_image.jpg,19,"[822, 650, 117]"
932,몬스터,522199,20140313,113,[10],https://movie-phinf.pstatic.net/20190503_190/1556859946842uiA5f_JPEG/movie_image.jpg,19,"[1095, 126, 542, 102, 1071, 1284, 1352, 692, 453]"
933,수상한 그녀,8642334,20140122,124,[2],https://movie-phinf.pstatic.net/20170728_81/1501229776203zNivq_JPEG/movie_image.jpg,15,"[673, 1330, 408, 86, 11, 373, 408, 355, 497, 137, 511, 1044]"
934,초원의 왕 도제,17494,20140327,90,"[20, 8]",https://movie-phinf.pstatic.net/20140221_263/1392949082613PO2Fd_JPEG/movie_image.jpg,0,"[561, 718]"
935,노예 12년,494259,20140227,133,[2],https://movie-phinf.pstatic.net/20140217_296/1392598348381NxQcI_JPEG/movie_image.jpg,15,"[969, 58, 164, 387]"
936,겨울왕국,10283825,20140116,108,"[20, 8, 11, 7, 3, 6]",https://movie-phinf.pstatic.net/20190218_208/1550466749561nyNRD_JPEG/movie_image.jpg,0,"[290, 254, 492, 89]"
937,벨과 세바스찬,21875,20140320,98,[8],https://movie-phinf.pstatic.net/20171219_143/151365111947134fHo_JPEG/movie_image.jpg,0,"[1333, 999]"
938,원 챈스,58634,20140313,106,"[7, 2]",https://movie-phinf.pstatic.net/20140213_135/1392266396329IuSAy_JPEG/movie_image.jpg,12,"[79, 851, 1175]"
939,폼페이: 최후의 날,1364158,20140220,104,"[4, 8, 2]",https://movie-phinf.pstatic.net/20140213_66/13922550578607kpLm_JPEG/movie_image.jpg,15,"[1126, 1110, 303]"
940,찌라시: 위험한 소문,1217370,20140220,121,"[12, 2]",https://movie-phinf.pstatic.net/20140124_268/1390525769948zPLtK_JPEG/movie_image.jpg,15,"[1255, 587, 1362, 399, 679, 1016, 1134, 1446, 1044, 1161]"
941,관능의 법칙,763858,20140213,108,"[2, 7]",https://movie-phinf.pstatic.net/20140115_255/1389763221674zknoM_JPEG/movie_image.jpg,19,"[1440, 956, 205, 1349, 1159, 496, 1248, 1446]"
942,신이 보낸 사람,394472,20140213,112,[2],https://movie-phinf.pstatic.net/20140128_271/1390891034972V6jwP_JPEG/movie_image.jpg,15,"[506, 1114, 1275, 1024, 1042, 769, 1275]"
943,다이애나,39326,20140306,112,"[2, 18]",https://movie-phinf.pstatic.net/20170329_97/1490756023665b0vlR_JPEG/movie_image.jpg,15,"[90, 1081]"
944,로보캅,974420,20140213,117,"[4, 9]",https://movie-phinf.pstatic.net/20180913_65/1536805571313z3k3f_JPEG/movie_image.jpg,12,"[508, 1009, 907, 520, 274]"
945,모뉴먼츠 맨: 세기의 작전,55115,20140227,118,"[4, 2]",https://movie-phinf.pstatic.net/20140203_277/1391388612617Nm88F_JPEG/movie_image.jpg,12,"[861, 729, 42, 814, 268, 740]"
946,또 하나의 약속,443825,20140206,115,[2],https://movie-phinf.pstatic.net/20140106_7/1388972549520fQhce_JPEG/movie_image.jpg,12,"[4, 1388, 834, 1349, 1466, 54, 1134, 1284]"
947,아메리칸 허슬,85322,20140220,137,"[12, 2]",https://movie-phinf.pstatic.net/20140722_11/1406006699490ArCfB_JPEG/movie_image.jpg,19,"[1074, 27, 1379, 278, 1240, 45]"
948,명탐정 코난 : 탐정들의 진혼가 ,155131,20140213,110,[20],https://movie-phinf.pstatic.net/20140116_107/1389851841994fbbg4_JPEG/movie_image.jpg,12,"[129, 862, 257, 358]"
949,남자가 사랑할 때,1933102,20140122,120,"[18, 2]",https://movie-phinf.pstatic.net/20151001_296/14436866562027V7eo_JPEG/movie_image.jpg,15,"[373, 152, 88, 1236, 1362, 813, 799]"
950,프랑켄슈타인: 불멸의 영웅,295143,20140206,92,"[4, 9, 6]",https://movie-phinf.pstatic.net/20140122_241/13903733509651CgbH_JPEG/movie_image.jpg,12,"[1070, 870, 196, 1082]"
951,레고 무비,164445,20140206,100,"[20, 7, 4, 11]",https://movie-phinf.pstatic.net/20190201_289/1548989381126kvXTK_JPEG/movie_image.jpg,0,"[124, 1347, 1205, 1013, 1189, 1239]"
952,변호인,11311449,20131218,126,[2],https://movie-phinf.pstatic.net/20190513_206/1557723224243XQBhJ_JPEG/movie_image.jpg,15,"[1469, 574, 1007, 88, 444, 939, 1159, 927, 484, 908, 1191, 1350, 248, 1350]"
953,피끓는 청춘,1648531,20140122,121,"[7, 18, 2]",https://movie-phinf.pstatic.net/20140113_7/1389586752116DnTAF_JPEG/movie_image.jpg,15,"[708, 527, 1404, 448, 4, 636, 1069, 754, 1456, 547, 1261, 784, 860]"
954,넛잡: 땅콩 도둑들,433345,20140129,85,"[20, 8, 7, 11]",https://movie-phinf.pstatic.net/20140107_240/1389056488035gMQCF_JPEG/movie_image.jpg,0,"[1189, 1265, 1347, 10]"
955,조선미녀삼총사,473755,20140129,106,"[7, 4, 16]",https://movie-phinf.pstatic.net/20140108_218/1389170830578q18Pu_JPEG/movie_image.jpg,12,"[615, 622, 363, 587, 1203, 494]"
956,폴리스 스토리 2014,122645,20140129,110,"[4, 12, 2, 10]",https://movie-phinf.pstatic.net/20140129_211/1390980458398HcCkP_JPEG/movie_image.jpg,15,"[1026, 945]"
957,인사이드 르윈 ,38262,20140129,104,[2],https://movie-phinf.pstatic.net/20131226_276/1388024023837qG7Pl_JPEG/movie_image.jpg,15,"[1317, 996, 46, 268]"
958,디노타샤: 공룡대탐험,20729,20140129,73,"[20, 8]",https://movie-phinf.pstatic.net/20140115_241/1389769334954GdgHi_JPEG/movie_image.jpg,0,"[297, 975, 901]"
959,더 울프 오브 월스트리트,553081,20140109,179,"[12, 2]",https://movie-phinf.pstatic.net/20140123_84/1390455489585Risz0_JPEG/movie_image.jpg,19,"[34, 212, 410]"
960,잭 라이언 : 코드네임 쉐도우,319299,20140116,105,"[4, 2, 10]",https://movie-phinf.pstatic.net/20140110_4/13893280868376RLLr_JPEG/movie_image.jpg,12,"[674, 218, 1085, 1397]"
961,용의자,4127745,20131224,137,"[4, 10]",https://movie-phinf.pstatic.net/20180411_99/1523430085223y8oKC_JPEG/movie_image.jpg,15,"[1399, 244, 1023, 816, 770, 277, 1161, 495, 1024, 1071, 200, 1264]"
962,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,41056,20140123,89,[4],https://movie-phinf.pstatic.net/20140106_262/1388975958875LfviA_JPEG/movie_image.jpg,0,"[192, 1190]"
963,타잔 3D,590861,20140109,94,"[20, 4, 8]",https://movie-phinf.pstatic.net/20131202_44/1385968700611uUIIV_JPEG/movie_image.jpg,0,"[856, 992]"
964,플랜맨,602310,20140109,120,[2],https://movie-phinf.pstatic.net/20160930_244/14752265782445yUQT_JPEG/movie_image.jpg,15,"[81, 229, 553, 270, 305, 514, 1044, 646, 705]"
965,월터의 상상은 현실이 된다,901333,20131231,114,"[8, 7, 2]",https://movie-phinf.pstatic.net/20171208_216/1512699548273mwli4_JPEG/movie_image.jpg,12,"[777, 726, 66]"
966,어바웃 타임,3361407,20131205,123,"[18, 7]",https://movie-phinf.pstatic.net/20131115_243/1384498185621awKv1_JPEG/movie_image.jpg,15,"[341, 469, 870]"
967,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",311436,20140109,94,"[20, 8]",https://movie-phinf.pstatic.net/20131121_123/1385018885744Qrv75_JPEG/movie_image.jpg,0,"[836, 1168, 493]"
968,썬더와 마법저택,880137,20131224,85,"[20, 8, 11]",https://movie-phinf.pstatic.net/20131224_114/1387852760033KT6TR_JPEG/movie_image.jpg,0,"[1090, 624]"
969,엔더스 게임,642617,20131231,113,"[9, 4, 8]",https://movie-phinf.pstatic.net/20131216_8/1387155745942qwTpY_JPEG/movie_image.jpg,12,"[1413, 1439, 1297, 198, 527, 512]"
970,저스틴,204779,20131231,96,"[20, 8]",https://movie-phinf.pstatic.net/20190408_225/1554705539417sv0Ny_JPEG/movie_image.jpg,0,"[1119, 22, 921, 1064]"
971,호빗: 스마우그의 폐허,2222016,20131212,161,"[8, 2, 6]",https://movie-phinf.pstatic.net/20131106_131/1383714050762nNtIk_JPEG/movie_image.jpg,12,"[101, 164, 729, 471, 572, 742, 339, 964, 1319]"
972,다이노소어 어드벤처 3D,583883,20131219,87,"[4, 11]",https://movie-phinf.pstatic.net/20131203_110/1386058695287TE2th_JPEG/movie_image.jpg,0,"[273, 69]"
973,집으로 가는 길,1827986,20131211,130,[2],https://movie-phinf.pstatic.net/20180814_245/15342339351388JxwX_JPEG/movie_image.jpg,15,"[399, 1052, 727, 1290, 1352, 1372, 1044]"
974,캐치미,468006,20131218,114,"[7, 18]",https://movie-phinf.pstatic.net/20170303_36/1488521283224Ker9s_JPEG/movie_image.jpg,12,"[1377, 721, 513, 1159, 50, 879, 1352, 692, 860]"
975,세이빙 산타,209670,20131219,83,"[20, 7, 11]",https://movie-phinf.pstatic.net/20131129_10/1385698866034Koyfp_JPEG/movie_image.jpg,0,"[101, 301, 1267, 680]"
976,비행기,193123,20131219,91,[20],https://movie-phinf.pstatic.net/20171127_61/1511746231082cCvk7_JPEG/movie_image.jpg,0,"[935, 68, 1305]"
977,인시디어스: 두번째 집,573744,20131205,105,[0],https://movie-phinf.pstatic.net/20131107_260/1383802287466Tepbm_JPEG/movie_image.jpg,15,"[466, 125, 871]"
978,이스케이프 플랜,292332,20131205,115,"[4, 10]",https://movie-phinf.pstatic.net/20181105_295/1541397453812SGGlg_JPEG/movie_image.jpg,19,"[1468, 984, 1277]"
979,하늘에서 음식이 내린다면 2,785208,20131121,94,"[20, 7, 11]",https://movie-phinf.pstatic.net/20131022_27/1382428831111sr3kU_JPEG/movie_image.jpg,0,"[173, 1321, 1063]"
980,결혼전야,1191464,20131121,117,"[18, 7]",https://movie-phinf.pstatic.net/20141113_258/1415857040043icD22_PNG/movie_image.jpg,15,"[1255, 669, 747, 1136, 375, 264, 966, 791, 1044, 373, 1100]"
981,열한시,862086,20131128,98,[10],https://movie-phinf.pstatic.net/20131030_225/1383114607772ek05F_JPEG/movie_image.jpg,15,"[81, 1158, 171, 1388]"
982,헝거게임: 캣칭 파이어,1114894,20131121,146,"[6, 4]",https://movie-phinf.pstatic.net/20131105_185/1383644515842maJk5_JPEG/movie_image.jpg,15,"[278, 1132, 909, 255]"
983,친구 2,2964798,20131114,123,[4],https://movie-phinf.pstatic.net/20180830_16/1535597715119YhhWB_JPEG/movie_image.jpg,19,"[190, 883, 1329, 1016, 712, 1024]"
984,창수,404990,20131128,103,[2],https://movie-phinf.pstatic.net/20131029_16/1383011363665cqIFp_JPEG/movie_image.jpg,19,"[1465, 208, 908, 779, 1218, 848]"
985,버틀러: 대통령의 집사,108222,20131128,132,"[2, 13]",https://movie-phinf.pstatic.net/20131121_82/1384998486088qp4xh_JPEG/movie_image.jpg,15,"[1407, 1326, 1373, 566, 1072]"
986,토르: 다크 월드,3015162,20131030,111,"[4, 8, 6]",https://movie-phinf.pstatic.net/20130930_95/1380517012698Dpvj5_JPEG/movie_image.jpg,12,"[481, 655, 541, 1287, 1371, 610]"
